Order ID,Order Date,Customer ID,Age,Gender,City,Region,Product ID,Product Category,Product Name,Unit Price,Quantity,Discount,Revenue,Cost Price,Profit
ORD25,12/19/24,CUST2256,29,Female,Bangalore,South,PROD609,Clothing,Shoes,12357.45,3,0.1,33365.12,9017.2,6313.51
ORD26,7/12/24,CUST2104,19,Male,Hyderabad,South,PROD741,Clothing,Jeans,34875.95,3,0.09,95211.34,23409.09,24984.07
ORD27,3/5/24,CUST2661,19,Male,Kolkata,East,PROD152,Grocery,Cooking Oil,20669.64,5,0.1,93013.38,15679.74,14614.69
ORD28,8/14/23,CUST1400,55,Female,Hyderabad,South,PROD379,Electronics,Headphones,24574.75,4,0.02,96333.02,17015.89,28269.45
ORD29,4/4/24,CUST1751,33,Male,Jaipur,North,PROD708,Grocery,Beverages,23620.97,2,0.19,38265.97,17336.46,3593.05
ORD30,8/26/24,CUST1659,53,Male,Mumbai,West,PROD502,Electronics,Tablet,7705.73,3,0.06,21730.16,4701.99,7624.19
ORD31,10/12/23,CUST1488,50,Female,Delhi,North,PROD739,Electronics,Mobile,35615.25,3,0.1,96161.18,22225.49,29484.71
ORD32,1/7/23,CUST2969,40,Male,Bangalore,South,PROD514,Grocery,Snacks Pack,25984.02,1,0.2,20787.22,20366.38,420.84
ORD33,6/13/23,CUST1623,19,Male,Delhi,North,PROD996,Grocery,Cooking Oil,43891.5,3,0.07,122457.28,28254.66,37693.31
ORD34,12/15/24,CUST2014,26,Male,Hyderabad,South,PROD332,Home Appliances,Microwave,4836.52,4,0.17,16057.25,3969.13,180.71
ORD35,3/8/24,CUST2696,41,Male,Jaipur,North,PROD727,Clothing,Jacket,17590.64,3,0.26,39051.22,12333.27,2051.4
ORD36,12/15/23,CUST2250,42,Female,Jaipur,North,PROD198,Home Appliances,Iron,4390.17,4,0.27,12819.3,3299.68,-379.44
ORD37,10/12/23,CUST1821,52,Male,Delhi,North,PROD819,Electronics,Headphones,48688.46,2,0.05,92508.07,35892.33,20723.42
ORD38,6/9/23,CUST2300,37,Male,Pune,West,PROD603,Clothing,Jacket,49723.98,4,0.21,157127.78,32783.63,25993.26
ORD39,8/9/23,CUST1459,39,Male,Chennai,South,PROD474,Grocery,Beverages,32551.72,3,0.2,78124.13,24155.89,5656.47
ORD40,12/11/23,CUST1026,51,Male,Mumbai,West,PROD376,Clothing,Jeans,12673,5,0.15,53860.25,10474.55,1487.51
ORD41,4/15/23,CUST2019,36,Female,Jaipur,North,PROD615,Electronics,Tablet,25231.33,4,0.2,80740.26,20589.82,-1619.03
ORD42,4/5/23,CUST1157,46,Female,Kolkata,East,PROD145,Clothing,Jeans,1410.94,1,0.01,1396.83,1197.38,199.45
ORD43,1/25/24,CUST2372,63,Male,Delhi,North,PROD280,Grocery,Beverages,45760.25,3,0.22,107078.99,38359.35,-7999.07
ORD44,4/10/23,CUST1980,49,Male,Delhi,North,PROD260,Clothing,Jacket,28700.16,4,0.26,84952.47,19332.78,7621.36
ORD45,1/3/24,CUST1569,20,Male,Kolkata,East,PROD971,Home Appliances,Fan,15982.72,2,0.17,26531.32,13330.21,-129.1
ORD46,12/19/23,CUST1961,44,Male,Hyderabad,South,PROD589,Clothing,Jeans,3706.72,2,0.18,6079.02,3141.5,-203.97
ORD47,9/10/24,CUST1245,56,Male,Bangalore,South,PROD576,Home Appliances,Iron,43893.18,1,0.25,32919.89,27835.09,5084.79
ORD48,9/28/23,CUST1524,24,Female,Hyderabad,South,PROD924,Clothing,Jeans,14966.21,2,0.24,22748.64,12223.92,-1699.21
ORD49,2/14/23,CUST1399,31,Male,Hyderabad,South,PROD982,Grocery,Snacks Pack,31469.14,4,0.19,101960.01,24404.06,4343.78
ORD50,4/15/24,CUST2982,39,Female,Pune,West,PROD150,Electronics,Laptop,17032.16,4,0.17,56546.77,12086.34,8201.43
ORD51,7/3/24,CUST1304,59,Male,Pune,West,PROD937,Clothing,Jeans,23386.78,5,0.25,87700.42,19062.59,-7612.53
ORD52,5/8/23,CUST2076,61,Female,Hyderabad,South,PROD719,Home Appliances,Microwave,15302.62,3,0.04,44071.55,11179.49,10533.06
ORD53,1/23/24,CUST2373,64,Female,Kolkata,East,PROD966,Grocery,Rice Bag,31219.95,4,0.25,93659.85,20249.1,12663.44
ORD54,3/22/23,CUST2129,47,Female,Pune,West,PROD758,Home Appliances,Microwave,31944.01,4,0.04,122665,26909.13,15028.48
ORD55,7/19/24,CUST1740,43,Male,Chennai,South,PROD216,Grocery,Rice Bag,39800.27,3,0.13,103878.7,24660.81,29896.28
ORD56,10/28/23,CUST1633,18,Male,Bangalore,South,PROD850,Electronics,Laptop,4227.47,1,0.21,3339.7,2597.98,741.72
ORD57,10/5/24,CUST2295,56,Male,Chennai,South,PROD803,Home Appliances,Microwave,12662.1,1,0.2,10129.68,8483.4,1646.28
ORD58,9/25/24,CUST2679,54,Male,Jaipur,North,PROD185,Electronics,Mobile,27806.83,5,0.13,120959.71,18406.25,28928.45
ORD59,1/6/24,CUST2773,22,Male,Pune,West,PROD303,Grocery,Rice Bag,916.8,4,0.01,3630.53,559.42,1392.87
ORD60,8/14/24,CUST2312,47,Female,Mumbai,West,PROD456,Electronics,Mobile,1054.62,2,0.15,1792.85,757.61,277.64
ORD61,7/16/23,CUST2203,48,Female,Mumbai,West,PROD861,Clothing,Jacket,20045.54,2,0.28,28865.58,16470.82,-4076.06
ORD62,12/22/24,CUST2039,41,Female,Jaipur,North,PROD435,Home Appliances,Iron,46685.13,1,0.16,39215.51,35993.81,3221.7
ORD63,3/13/23,CUST1851,41,Male,Hyderabad,South,PROD789,Electronics,Tablet,32192.48,1,0.26,23822.44,24437.34,-614.91
ORD64,2/16/23,CUST2636,29,Male,Delhi,North,PROD934,Electronics,Laptop,28753.68,1,0.14,24728.16,21174.33,3553.83
ORD65,11/8/24,CUST1011,48,Female,Hyderabad,South,PROD401,Electronics,Headphones,41057.26,2,0.06,77187.65,27446.38,22294.89
ORD66,8/22/23,CUST1089,25,Female,Mumbai,West,PROD704,Grocery,Beverages,1107.45,3,0.19,2691.1,757.65,418.16
ORD67,10/24/23,CUST2926,21,Male,Jaipur,North,PROD925,Electronics,Tablet,42274.79,2,0.1,76094.62,28120.08,19854.47
ORD68,3/23/23,CUST1728,38,Female,Chennai,South,PROD860,Clothing,Shoes,34897.51,5,0.28,125631.04,21280.38,19229.12
ORD69,8/27/23,CUST2712,52,Male,Bangalore,South,PROD647,Grocery,Snacks Pack,27489,5,0.23,105832.65,22038.17,-4358.2
ORD70,4/14/23,CUST1278,42,Male,Bangalore,South,PROD966,Electronics,Laptop,18726.5,5,0.07,87078.22,14418.68,14984.83
ORD71,1/25/24,CUST1728,39,Male,Jaipur,North,PROD496,Electronics,Headphones,5335.57,1,0.16,4481.88,3863.7,618.18
ORD72,10/12/23,CUST2938,29,Male,Hyderabad,South,PROD364,Clothing,Shoes,44797.06,1,0.02,43901.12,37613.2,6287.92
ORD73,4/9/24,CUST1884,22,Female,Bangalore,South,PROD198,Clothing,Jeans,16101.82,4,0.17,53458.04,12204.52,4639.95
ORD74,10/12/24,CUST2174,33,Male,Chennai,South,PROD668,Electronics,Mobile,30201.56,4,0.2,96644.99,23801.66,1438.36
ORD75,1/9/24,CUST2246,22,Male,Pune,West,PROD262,Electronics,Headphones,5850.54,5,0.15,24864.79,3594.51,6892.24
ORD76,6/16/23,CUST2032,27,Female,Kolkata,East,PROD591,Electronics,Mobile,44407.67,3,0.21,105246.18,37398.5,-6949.31
ORD77,1/15/24,CUST1794,19,Male,Hyderabad,South,PROD616,Grocery,Cooking Oil,43370.06,5,0.07,201670.78,30322.74,50057.09
ORD78,12/30/23,CUST2365,34,Male,Mumbai,West,PROD610,Grocery,Rice Bag,25763.64,3,0.17,64151.46,21017.58,1098.72
ORD79,8/3/23,CUST2438,36,Female,Hyderabad,South,PROD544,Home Appliances,Iron,45403.15,5,0.23,174802.13,31512.73,17238.46
ORD80,11/17/24,CUST2149,20,Female,Kolkata,East,PROD272,Clothing,Jacket,19023.78,3,0.07,53076.35,12984.93,14121.55
ORD81,10/1/23,CUST1455,58,Female,Jaipur,North,PROD100,Clothing,T-Shirt,765.41,4,0.17,2541.16,601.03,137.03
ORD82,12/19/24,CUST2392,42,Female,Chennai,South,PROD923,Clothing,Shoes,34115.76,4,0.29,96888.76,23666.7,2221.94
ORD83,11/30/24,CUST1671,62,Female,Hyderabad,South,PROD928,Clothing,Jacket,26512.83,5,0.29,94120.55,15988.26,14179.24
ORD84,10/25/24,CUST2250,36,Female,Pune,West,PROD631,Home Appliances,Fan,16269.78,5,0.3,56944.23,10062.03,6634.07
ORD85,3/15/23,CUST2536,20,Male,Pune,West,PROD755,Electronics,Mobile,3956.64,1,0.07,3679.68,2665.29,1014.39
ORD86,9/15/24,CUST1967,55,Female,Kolkata,East,PROD507,Clothing,Jeans,36907.62,3,0.08,101865.03,30913.93,9123.25
ORD87,10/12/24,CUST1697,45,Male,Mumbai,West,PROD831,Electronics,Laptop,31082.6,2,0.06,58435.29,22252.8,13929.69
ORD88,6/25/23,CUST2168,26,Female,Jaipur,North,PROD823,Clothing,T-Shirt,18145.19,4,0.3,50806.53,14054.18,-5410.2
ORD89,6/30/24,CUST1389,35,Female,Pune,West,PROD982,Clothing,Jacket,30218.54,5,0.04,145048.99,18706.79,51515.04
ORD90,9/8/23,CUST2265,62,Female,Chennai,South,PROD104,Grocery,Cooking Oil,36340.83,1,0.13,31616.52,30278.53,1337.99
ORD91,6/17/23,CUST2262,28,Male,Mumbai,West,PROD952,Home Appliances,Fan,1513.08,1,0.23,1165.07,1089.56,75.51
ORD92,4/18/24,CUST2484,50,Female,Chennai,South,PROD709,Clothing,Jeans,37529,1,0.29,26645.59,30418.37,-3772.78
ORD93,1/24/24,CUST1475,34,Female,Bangalore,South,PROD808,Clothing,Jeans,2033.73,1,0,2033.73,1258.55,775.18
ORD94,10/4/23,CUST1676,27,Female,Hyderabad,South,PROD557,Electronics,Mobile,49985.94,3,0.17,124464.99,39601.2,5661.38
ORD95,10/17/24,CUST1050,62,Female,Chennai,South,PROD816,Electronics,Headphones,19016.96,5,0.14,81772.93,12024.23,21651.77
ORD96,12/5/24,CUST2371,48,Female,Chennai,South,PROD171,Electronics,Mobile,10519.94,1,0.2,8415.95,7937.63,478.32
ORD97,7/24/24,CUST2914,29,Male,Jaipur,North,PROD153,Home Appliances,Iron,1304.8,2,0.16,2192.06,1034.81,122.44
ORD98,8/13/23,CUST2326,40,Female,Delhi,North,PROD306,Grocery,Rice Bag,48405.09,3,0.12,127789.44,30664.81,35795.01
ORD99,12/2/24,CUST2727,51,Female,Kolkata,East,PROD905,Clothing,Shoes,39276.48,2,0.24,59700.25,32434.04,-5167.82
ORD100,11/29/23,CUST1446,51,Female,Hyderabad,South,PROD407,Electronics,Headphones,30482.77,2,0.12,53649.68,21623.52,10402.63
ORD101,2/27/23,CUST1758,59,Female,Chennai,South,PROD662,Home Appliances,Fan,27462.83,1,0.24,20871.75,19200.24,1671.51
ORD102,8/23/23,CUST2353,34,Male,Pune,West,PROD607,Home Appliances,Microwave,34942.57,5,0.04,167724.34,29059.88,22424.93
ORD103,2/2/23,CUST1204,60,Male,Pune,West,PROD142,Clothing,Jeans,3498.55,5,0.29,12419.85,2529.99,-230.11
ORD104,11/20/23,CUST1847,48,Male,Kolkata,East,PROD473,Clothing,Jeans,12159.25,3,0.16,30641.31,8694.23,4558.63
ORD105,2/15/24,CUST2218,49,Male,Bangalore,South,PROD294,Grocery,Rice Bag,34943.85,4,0.05,132786.63,23986.05,36842.44
ORD106,10/2/23,CUST2812,22,Female,Jaipur,North,PROD565,Grocery,Rice Bag,25858.76,2,0.18,42408.37,16962.37,8483.62
ORD107,3/9/23,CUST1644,58,Male,Pune,West,PROD623,Home Appliances,Mixer,14073.8,5,0.01,69665.31,10374.91,17790.77
ORD108,8/5/23,CUST2946,26,Male,Jaipur,North,PROD893,Electronics,Mobile,10475.42,2,0.04,20112.81,7149.73,5813.34
ORD109,8/3/24,CUST1106,34,Male,Bangalore,South,PROD125,Clothing,Jeans,40010.64,1,0.21,31608.41,29124.32,2484.09
ORD110,11/19/23,CUST1302,39,Female,Bangalore,South,PROD625,Electronics,Mobile,43441.4,1,0.18,35621.95,36775.94,-1153.99
ORD111,8/6/23,CUST2335,24,Female,Bangalore,South,PROD102,Home Appliances,Microwave,30989.09,2,0.22,48342.98,18877.65,10587.68
ORD112,11/2/24,CUST2529,55,Female,Mumbai,West,PROD838,Clothing,Shoes,44781.3,3,0.16,112848.88,28068.61,28643.06
ORD113,5/26/24,CUST2062,34,Female,Pune,West,PROD330,Clothing,Jeans,19978.76,1,0.22,15583.43,12897.71,2685.73
ORD114,2/10/24,CUST1024,21,Male,Bangalore,South,PROD493,Clothing,Jacket,4642.38,4,0.07,17269.65,3183.43,4535.94
ORD115,10/20/24,CUST2493,51,Male,Hyderabad,South,PROD722,Home Appliances,Microwave,39500.73,5,0.14,169853.14,29469.51,22505.57
ORD116,4/14/24,CUST1612,23,Male,Jaipur,North,PROD791,Home Appliances,Mixer,37322.89,1,0.17,30978,25927.96,5050.04
ORD117,5/27/23,CUST2989,54,Male,Delhi,North,PROD476,Clothing,Shoes,32366.68,2,0.07,60202.02,23451.66,13298.7
ORD118,9/29/23,CUST1515,47,Male,Mumbai,West,PROD942,Clothing,Shoes,12013.89,5,0.05,57065.98,7947.06,17330.67
ORD119,5/23/23,CUST2063,54,Male,Mumbai,West,PROD647,Electronics,Tablet,4576.8,1,0.02,4485.26,3346.23,1139.04
ORD120,9/10/23,CUST2870,23,Female,Delhi,North,PROD217,Home Appliances,Iron,49863.33,2,0.17,82773.13,41354.1,64.93
ORD121,7/28/24,CUST1714,25,Female,Delhi,North,PROD125,Home Appliances,Mixer,13043.56,3,0.25,29348.01,10168.95,-1158.83
ORD122,7/5/24,CUST1835,36,Female,Jaipur,North,PROD823,Grocery,Rice Bag,14142.96,4,0.06,53177.53,11908.35,5544.12
ORD123,9/27/23,CUST1653,55,Male,Bangalore,South,PROD904,Grocery,Beverages,25479,1,0.16,21402.36,19792.28,1610.08
ORD124,8/21/24,CUST1901,27,Female,Mumbai,West,PROD360,Grocery,Beverages,25403.98,4,0.1,91454.33,19014.14,15397.78
ORD125,3/14/24,CUST2619,18,Male,Chennai,South,PROD418,Electronics,Laptop,3356.07,4,0.06,12618.82,2588.01,2266.79
ORD126,8/20/24,CUST2573,52,Female,Delhi,North,PROD705,Home Appliances,Mixer,34138.84,1,0.04,32773.29,24521.64,8251.65
ORD127,2/13/24,CUST1333,28,Male,Jaipur,North,PROD236,Grocery,Rice Bag,5513.62,5,0.25,20676.07,4638.37,-2515.77
ORD128,1/6/24,CUST1917,46,Female,Jaipur,North,PROD939,Grocery,Snacks Pack,10409.09,3,0.02,30602.72,8174.05,6080.57
ORD129,8/13/23,CUST1724,54,Male,Hyderabad,South,PROD104,Grocery,Beverages,41431.46,5,0.06,194727.86,26554,61957.85
ORD130,5/22/23,CUST2065,42,Female,Jaipur,North,PROD501,Home Appliances,Mixer,11937.45,2,0.27,17428.68,8106.12,1216.45
ORD131,6/5/24,CUST1574,32,Female,Pune,West,PROD764,Grocery,Snacks Pack,40866.65,3,0.19,99305.96,30034.75,9201.71
ORD132,5/20/24,CUST2970,56,Male,Jaipur,North,PROD297,Clothing,T-Shirt,17897.05,2,0.16,30067.04,14794.02,479
ORD133,4/4/23,CUST2038,64,Male,Pune,West,PROD768,Clothing,T-Shirt,47003.64,3,0.1,126909.83,29838.76,37393.56
ORD134,2/18/23,CUST2120,54,Male,Jaipur,North,PROD510,Grocery,Rice Bag,24872.1,3,0.24,56708.39,15866.38,9109.25
ORD135,4/23/23,CUST2658,27,Male,Jaipur,North,PROD964,Electronics,Laptop,37248.53,4,0.17,123665.12,29449.23,5868.18
ORD136,6/6/23,CUST1215,32,Male,Pune,West,PROD256,Home Appliances,Microwave,5325.22,5,0.03,25827.32,4322.02,4217.23
ORD137,10/4/24,CUST1129,44,Male,Kolkata,East,PROD194,Clothing,Jacket,27085.06,5,0.07,125945.53,21141.6,20237.53
ORD138,6/13/23,CUST1068,37,Female,Delhi,North,PROD110,Home Appliances,Iron,30002.45,4,0.16,100808.23,19890.12,21247.76
ORD139,11/27/24,CUST1140,57,Female,Delhi,North,PROD309,Clothing,Shoes,47961.92,2,0.28,69065.16,30615.91,7833.35
ORD140,3/8/24,CUST2007,21,Male,Delhi,North,PROD232,Clothing,Jacket,30650.42,4,0.18,100533.38,19173.47,23839.51
ORD141,9/2/24,CUST2928,46,Male,Delhi,North,PROD561,Clothing,Jeans,46140.47,2,0.23,71056.32,32003.44,7049.45
ORD142,3/7/23,CUST2428,43,Male,Hyderabad,South,PROD721,Clothing,T-Shirt,46731.48,3,0.14,120567.22,29361.83,32481.72
ORD143,1/30/24,CUST1370,57,Female,Mumbai,West,PROD760,Grocery,Beverages,9478.78,1,0.1,8530.9,6425.3,2105.61
ORD144,1/26/24,CUST1116,43,Male,Jaipur,North,PROD902,Home Appliances,Mixer,19089.42,5,0.1,85902.39,15285.15,9476.62
ORD145,9/2/24,CUST2926,35,Female,Mumbai,West,PROD574,Electronics,Headphones,20028.8,1,0.26,14821.31,16638.73,-1817.41
ORD146,4/24/24,CUST1762,41,Male,Hyderabad,South,PROD124,Grocery,Cooking Oil,36927.56,1,0.18,30280.6,22459.77,7820.83
ORD147,6/25/24,CUST1062,60,Female,Pune,West,PROD761,Home Appliances,Microwave,25018.72,5,0.27,91318.33,17277.89,4928.88
ORD148,9/15/23,CUST2107,58,Male,Bangalore,South,PROD788,Home Appliances,Microwave,11160.84,2,0.2,17857.34,7193.26,3470.82
ORD149,7/20/24,CUST1326,18,Female,Kolkata,East,PROD835,Grocery,Rice Bag,27953.81,4,0.16,93924.8,18061.4,21679.22
ORD150,1/12/23,CUST1031,47,Female,Kolkata,East,PROD384,Home Appliances,Iron,3540.41,3,0.06,9983.96,2919.12,1226.61
ORD151,11/27/24,CUST1017,18,Female,Chennai,South,PROD689,Grocery,Beverages,31323.8,5,0.14,134692.34,23217.52,18604.73
ORD152,4/28/23,CUST1113,47,Female,Delhi,North,PROD777,Home Appliances,Microwave,35760.15,2,0.16,60077.05,25396.53,9284
ORD153,11/29/24,CUST2894,20,Male,Mumbai,West,PROD899,Home Appliances,Mixer,38314.74,4,0.05,145596.01,31243.62,20621.54
ORD154,7/3/24,CUST1086,45,Male,Hyderabad,South,PROD899,Home Appliances,Fan,13760.63,3,0.19,33438.33,9662.49,4450.87
ORD155,10/1/23,CUST2858,41,Male,Kolkata,East,PROD542,Clothing,Jacket,35855.42,5,0.12,157763.85,26458.81,25469.78
ORD156,10/18/24,CUST2632,45,Male,Jaipur,North,PROD363,Grocery,Rice Bag,25374.29,1,0.24,19284.46,16357.19,2927.28
ORD157,12/15/23,CUST1181,38,Male,Pune,West,PROD834,Grocery,Snacks Pack,5152.18,3,0.29,10974.14,4307.75,-1949.11
ORD158,4/25/23,CUST1150,38,Female,Kolkata,East,PROD246,Clothing,Jeans,16334.71,2,0,32669.42,10150.02,12369.39
ORD159,10/28/23,CUST1513,18,Female,Chennai,South,PROD914,Clothing,Jeans,6314.29,3,0.17,15722.58,4453.82,2361.11
ORD160,3/21/24,CUST1470,29,Male,Chennai,South,PROD631,Clothing,Jeans,31313.11,3,0.08,86424.18,21760.2,21143.57
ORD161,6/11/23,CUST2523,39,Male,Hyderabad,South,PROD463,Clothing,T-Shirt,31282.62,1,0.13,27215.88,21072.49,6143.39
ORD162,4/9/24,CUST2750,49,Male,Mumbai,West,PROD820,Home Appliances,Microwave,7177.64,2,0.17,11914.88,6074.74,-234.59
ORD163,1/4/23,CUST1236,42,Female,Pune,West,PROD458,Grocery,Snacks Pack,24341.96,1,0.08,22394.6,17901.29,4493.32
ORD164,9/27/23,CUST1028,62,Female,Kolkata,East,PROD709,Home Appliances,Mixer,11057.55,3,0.13,28860.21,7000.19,7859.63
ORD165,5/27/24,CUST1041,53,Male,Jaipur,North,PROD140,Clothing,Jeans,13760.9,3,0.25,30962.02,10078.7,725.94
ORD166,7/2/23,CUST1587,40,Female,Jaipur,North,PROD728,Home Appliances,Microwave,13847.95,1,0.12,12186.2,10030.99,2155.21
ORD167,6/3/24,CUST1730,57,Male,Jaipur,North,PROD709,Clothing,Shoes,747.59,5,0.08,3438.91,498.36,947.1
ORD168,4/19/23,CUST2424,43,Male,Pune,West,PROD575,Grocery,Rice Bag,30105.74,1,0.15,25589.88,22378.31,3211.57
ORD169,10/2/24,CUST1818,53,Female,Chennai,South,PROD470,Home Appliances,Microwave,38591.39,2,0.05,73323.64,30275.27,12773.1
ORD170,11/2/23,CUST1675,56,Female,Hyderabad,South,PROD843,Grocery,Cooking Oil,12418.39,5,0.25,46568.96,8808.34,2527.24
ORD171,10/16/24,CUST1405,22,Female,Chennai,South,PROD411,Grocery,Beverages,28406.95,2,0.12,49996.23,23819.84,2356.54
ORD172,6/3/24,CUST2267,60,Female,Hyderabad,South,PROD948,Clothing,Shoes,10904.03,4,0.16,36637.54,6984.07,8701.26
ORD173,9/15/24,CUST2473,26,Female,Chennai,South,PROD812,Home Appliances,Fan,24919.04,5,0.05,118365.44,18834.64,24192.26
ORD174,7/23/23,CUST1041,42,Male,Jaipur,North,PROD138,Grocery,Beverages,17706.7,1,0.15,15050.69,13671.35,1379.34
ORD175,6/6/23,CUST2501,55,Female,Bangalore,South,PROD965,Clothing,T-Shirt,3981.48,2,0.24,6051.85,3080.37,-108.89
ORD176,1/18/24,CUST1956,34,Male,Chennai,South,PROD429,Home Appliances,Iron,5334.07,5,0.03,25870.24,4423.7,3751.76
ORD177,6/15/23,CUST1215,36,Male,Bangalore,South,PROD875,Clothing,Shoes,34589.9,1,0.06,32514.51,25440.01,7074.49
ORD178,7/6/24,CUST1709,25,Male,Bangalore,South,PROD636,Home Appliances,Iron,32019.68,1,0.2,25615.74,24753.43,862.32
ORD179,6/27/24,CUST2900,43,Female,Hyderabad,South,PROD146,Home Appliances,Fan,45187.52,4,0.07,168097.57,38270.08,15017.26
ORD180,1/1/23,CUST1249,24,Male,Delhi,North,PROD881,Home Appliances,Microwave,2399.44,1,0.05,2279.47,1780.35,499.12
ORD181,9/5/24,CUST1826,40,Female,Delhi,North,PROD576,Clothing,Jacket,6202.02,1,0.06,5829.9,3899.96,1929.94
ORD182,11/28/23,CUST2513,56,Female,Mumbai,West,PROD372,Home Appliances,Fan,23815.87,4,0.25,71447.61,16189.44,6689.87
ORD183,5/15/24,CUST1130,54,Female,Hyderabad,South,PROD270,Grocery,Snacks Pack,32578.33,3,0.17,81120.04,23465.05,10724.9
ORD184,1/20/23,CUST2539,46,Female,Delhi,North,PROD496,Home Appliances,Microwave,17125.77,4,0.17,56857.56,13717.64,1986.98
ORD185,4/25/23,CUST1310,52,Female,Chennai,South,PROD269,Clothing,Jacket,31369.39,5,0.18,128614.5,20648.58,25371.58
ORD186,1/7/24,CUST2439,49,Male,Hyderabad,South,PROD838,Home Appliances,Iron,49519,3,0.26,109932.18,36259.51,1153.65
ORD187,11/11/23,CUST1317,61,Male,Jaipur,North,PROD796,Grocery,Beverages,3687.48,4,0.02,14454.92,2294.11,5278.47
ORD188,9/3/23,CUST1920,56,Female,Bangalore,South,PROD439,Grocery,Beverages,29121.71,4,0.3,81540.79,23066.38,-10724.75
ORD189,3/1/23,CUST2693,21,Female,Mumbai,West,PROD245,Electronics,Mobile,36931.6,1,0.03,35823.65,25433.15,10390.5
ORD190,9/4/23,CUST2998,26,Female,Chennai,South,PROD498,Grocery,Snacks Pack,11833.67,1,0.08,10886.98,9793.37,1093.61
ORD191,8/3/24,CUST1060,54,Female,Kolkata,East,PROD479,Home Appliances,Fan,19339.47,4,0.07,71942.83,16196.62,7156.35
ORD192,3/22/23,CUST2734,21,Male,Hyderabad,South,PROD670,Home Appliances,Iron,20995.52,3,0.27,45980.19,17789.42,-7388.09
ORD193,3/29/23,CUST2516,63,Male,Bangalore,South,PROD429,Electronics,Mobile,20198.7,5,0.19,81804.74,15188.09,5864.27
